f(490), u(1028,692), u(1410,520), f(1072), f(608), u(908,753), f(47), f(395), 
f(258), u(1201,1295), f(1685), u(427,1248), f(1138), u(762,1448), f(1590), f(201),
f(351), f(1069), f(343), f(453), f(249), u(779,554), f(1967), f(1532), 
f(1535), f(1646), u(1251,629), f(1835), f(802), f(1571), f(1740), f(1349), 
f(1164), f(711), u(1654,832), f(1959), u(425,1917), f(818), f(1516), f(56), 
f(1514), u(1179,86), f(638), u(884,1830), f(237), f(504), f(473), f(812), 
f(854), f(764), u(321,1045), f(194), f(1547), u(685,460), u(609,1775), u(1302,797), 
f(1465), f(466), f(1935), f(863), f(1619), u(560,270), f(1501), u(280,589), 
f(438), f(1431), u(1980,500), f(1511), f(1790), f(791), f(254), f(475), 
f(1306), f(484), f(1580), u(953,305), u(1890,1228), f(955), f(1489), f(960), 
f(196), f(694), u(1559,1422), f(1409), u(1926,1103), f(1158), f(1564), u(604,565), 
f(586), f(837), f(889), f(976), f(832), u(512,71), f(229), f(1294), 
f(1106), f(1131), f(327), f(344), f(584), f(1670), f(1791), f(1081), 
u(1310,1381), u(213,1630), u(847,704), f(274), u(354,960), f(1010), f(704), f(241), 
f(1214), f(1114), f(1604), f(534), f(1104), f(1776), f(136), f(1815), 
f(330), u(332,570), f(1073), u(414,42), f(1243), f(1092), u(1647,66), u(756,1233), 
u(1253,1831), f(1459), f(1965), f(224), u(1599,1742), f(27), f(724), u(366,152), 
u(318,1577), u(1582,1198), f(458), u(1229,664), f(1929), f(368), u(108,288), u(1770,1917), 
f(1912), f(78), f(292), u(395,167), u(1892,1840), f(1732), u(343,136), f(1474), 
u(320,188), u(49,1525), f(55), f(216), f(619), u(1771,1516), f(331), f(1762), 
f(1751), f(470), u(1211,1752), f(1357), f(1210), f(1180), f(89), f(1040), 
f(19), f(954), u(1016,1550), f(1396), f(1342), f(41), u(1896,1006), u(1290,256), 
u(672,1408), u(1908,1510), f(1268), u(1272,1701), u(1442,678), u(970,1795), u(1055,989), f(692), 
u(431,231), f(408), f(1657), f(1639), f(1742), f(1287), f(1907), f(1042), 
f(651), u(1957,864), u(318,1067), f(628), f(315), f(485), u(1441,440), u(846,1549), 
f(490), u(1028,692), u(1410,520), f(1072), f(608), u(908,753), f(47), f(395), 
f(258), u(1201,1295), f(1685), u(427,1248), f(1138), u(762,1448), f(1590), f(201), 
f(1098), f(902), f(1548), f(1666), f(1240), f(449), u(992,1246), u(265,123), 
f(1702), f(1317), f(702), f(1283), f(1855), f(1175), f(816), u(1689,1300), 
f(1189), f(940), u(253,936), f(1985), f(1961), f(1439), f(169), u(54,1104), 
f(683), f(262), f(1579), u(1513,1044), u(1706,1908), f(1028), u(1739,1684), f(1956), 
f(1007), u(594,1059), f(1469), f(599), f(175), f(243), f(1035), u(1817,1349), 
f(1853), f(731), f(761), f(1498), f(494), f(31), f(895), f(498), 
f(782), f(1763), f(418), f(381), u(1506,1720), f(1675), f(710), f(677), 
f(1710), f(1310), u(83,789), f(845), f(103), f(821), u(1116,1939), f(1673), 
f(1936), f(1744), f(1699), f(223), u(552,1110), f(754), f(908), f(1400), 
u(376,1596), f(1062), f(1483), u(1429,1219), f(649), f(1796), f(1484), f(154), 
f(1320), u(329,993), f(517), f(1868), f(1866), f(62), f(1233), f(482), 
u(447,1739), f(909), f(668), u(653,1507), u(543,1665), f(1558), f(1539), f(177), 
f(1047), f(523), f(997), u(35,38), f(1041), f(582), f(1752), f(642), 
f(1199), u(1428,1866), f(1218), u(1689,1426), f(147), f(61), f(1628), f(840), 
f(474), f(550), u(1760,950), f(140), f(208), f(733), f(1076), f(1288), 
f(284), f(1350), f(1561), f(1119), f(1110), f(1118), f(1542), u(1517,1192), 
f(461), f(1274), u(1984,815), f(1849), u(1255,1416), u(48,652), f(1461), u(1691,1707), 
f(1194), f(1957), f(1258), u(1430,1764), f(1887), u(1842,333), f(1963), f(558), 
f(1989), u(25,1604), f(693), u(1070,94), f(579), f(1521), f(1386), f(1280), 
f(220), u(437,1269), f(1700), u(687,1784), f(1676), u(520,73), f(527), f(1137), 
f(1088), f(766), f(1407), f(1083), f(757), u(1586,1144), f(83), f(1034), 
u(653,1918), u(501,1972), f(1841), f(1374), f(1714), f(1157), f(758), f(1601), 
f(580), f(155), f(378), f(479), f(843), f(348), f(1185), f(448), 
f(1638), u(830,1393), f(442), f(305), f(536), f(73), f(1490), u(1688,1318), 
f(187), f(310), u(1436,454), f(964), f(1865), f(1115), f(1429), f(1817), 
f(1419), f(1331), f(1165), f(144), u(806,1369), f(54), u(1472,1683), f(1369), 
f(96), u(1416,1142), f(1998), f(1236), f(1808), f(264), f(1402), f(1276), 
f(1427), u(1818,562), f(930), f(1221), f(734), f(1223), f(441), f(633), 
f(338), f(9), f(1344), f(414), f(332), f(1005), f(405), f(1831), 
u(590,707), f(98), f(1335), u(1518,1176), u(292,1805), u(1173,1429), f(1170), f(970), 
f(1425), f(1569), f(1848), u(383,119), f(1416), f(624), f(500), u(1533,523), 
f(1518), u(1072,928), u(23,318), u(140,1783), f(15), f(218), u(529,1566), u(85,1072), 
u(694,361), f(1128), f(1693), f(1365), u(437,1085), u(604,942), f(443), u(681,341), 
f(1703), f(1086), f(1457), f(1224), f(1249), u(223,1772), f(1003), f(715), 
u(1175,1049), f(380), f(59), f(72), u(1108,62), f(519), f(1078), f(454), 
u(1400,233), f(1227), f(311), u(837,1514), f(345), u(1497,548), f(1922), f(1632), 
f(1707), f(808), f(800), f(1671), f(629), u(1870,1307), f(1139), u(1096,558), 
f(1314), f(1975), u(849,1462), f(1285), f(383), u(1320,1089), f(1116), u(1158,1317), 
f(266), f(1030), u(1369,1894), f(183), u(1906,1273), u(729,759), u(1508,506), f(161), 
f(1477), f(833), u(160,818), f(1625), f(1129), f(1360), f(1777), f(1678), 
u(778,1186), u(925,43), f(2), f(786), f(309), f(759), f(820), f(916), 
f(1487), u(690,1069), u(800,702), f(1423), f(1434), u(812,557), u(1168,1947), u(1247,1556), 
u(1875,237), f(565), f(593), f(1712), u(526,1155), f(825), f(1167), u(835,235), 
f(127), f(1795), f(1681), u(938,492), u(141,893), f(665), u(646,1688), f(1517), 
f(107), f(316), f(263), f(265), u(50,1501), f(302), f(230), u(1247,719), 
f(132), f(235), u(1663,1851), f(592), f(588), f(1637), f(712), f(1818), 
f(1749), u(55,474), f(1748), f(1318), u(1591,276), f(1584), f(1244), f(411), 
u(1411,821), f(905), u(1010,1141), u(744,551), f(1753), f(1502), u(582,460), u(931,1259), 
f(1889), f(138), f(1149), f(87), f(335), f(1009), f(806), f(109), 
f(36), u(1051,497), f(1570), f(1760), f(1148), f(232), f(663), f(1709),
f(351), f(1069), f(343), f(453), f(249), u(779,554), f(1967), f(1532), 
f(1535), f(1646), u(1251,629), f(1835), f(802), f(1571), f(1740), f(1349), 
f(1164), f(711), u(1654,832), f(1959), u(425,1917), f(818), f(1516), f(56), 
f(1514), u(1179,86), f(638), u(884,1830), f(237), f(504), f(473), f(812), 
f(854), f(764), u(321,1045), f(194), f(1547), u(685,460), u(609,1775), u(1302,797), 
f(1465), f(466), f(1935), f(863), f(1619), u(560,270), f(1501), u(280,589), 
f(438), f(1431), u(1980,500), f(1511), f(1790), f(791), f(254), f(475), 
f(1306), f(484), f(1580), u(953,305), u(1890,1228), f(955), f(1489), f(960), 
f(196), f(694), u(1559,1422), f(1409), u(1926,1103), f(1158), f(1564), u(604,565), 
f(586), f(837), f(889), f(976), f(832), u(512,71), f(229), f(1294), 
f(1106), f(1131), f(327), f(344), f(584), f(1670), f(1791), f(1081), 
u(1310,1381), u(213,1630), u(847,704), f(274), u(354,960), f(1010), f(704), f(241), 
f(1214), f(1114), f(1604), f(534), f(1104), f(1776), f(136), f(1815), 
f(330), u(332,570), f(1073), u(414,42), f(1243), f(1092), u(1647,66), u(756,1233), 
u(1253,1831), f(1459), f(1965), f(224), u(1599,1742), f(27), f(724), u(366,152), 
u(318,1577), u(1582,1198), f(458), u(1229,664), f(1929), f(368), u(108,288), u(1770,1917), 
f(1912), f(78), f(292), u(395,167), u(1892,1840), f(1732), u(343,136), f(1474), 
u(320,188), u(49,1525), f(55), f(216), f(619), u(1771,1516), f(331), f(1762), 
f(1751), f(470), u(1211,1752), f(1357), f(1210), f(1180), f(89), f(1040), 
f(19), f(954), u(1016,1550), f(1396), f(1342), f(41), u(1896,1006), u(1290,256), 
u(672,1408), u(1908,1510), f(1268), u(1272,1701), u(1442,678), u(970,1795), u(1055,989), f(692), 
u(431,231), f(408), f(1657), f(1639), f(1742), f(1287), f(1907), f(1042), 
f(651), u(1957,864), u(318,1067), f(628), f(315), f(485), u(1441,440), u(846,1549), 
f(490), u(1028,692), u(1410,520), f(1072), f(608), u(908,753), f(47), f(395), 
f(258), u(1201,1295), f(1685), u(427,1248), f(1138), u(762,1448), f(1590), f(201), 
f(1098), f(902), f(1548), f(1666), f(1240), f(449), u(992,1246), u(265,123), 
f(1702), f(1317), f(702), f(1283), f(1855), f(1175), f(816), u(1689,1300), 
f(1189), f(940), u(253,936), f(1985), f(1961), f(1439), f(169), u(54,1104), 
f(683), f(262), f(1579), u(1513,1044), u(1706,1908), f(1028), u(1739,1684), f(1956), 
f(1007), u(594,1059), f(1469), f(599), f(175), f(243), f(1035), u(1817,1349), 
f(1853), f(731), f(761), f(1498), f(494), f(31), f(895), f(498), 
f(782), f(1763), f(418), f(381), u(1506,1720), f(1675), f(710), f(677), 
f(1710), f(1310), u(83,789), f(845), f(103), f(821), u(1116,1939), f(1673), 
f(1936), f(1744), f(1699), f(223), u(552,1110), f(754), f(908), f(1400), 
u(376,1596), f(1062), f(1483), u(1429,1219), f(649), f(1796), f(1484), f(154), 
f(1320), u(329,993), f(517), f(1868), f(1866), f(62), f(1233), f(482), 
u(447,1739), f(909), f(668), u(653,1507), u(543,1665), f(1558), f(1539), f(177), 
f(1047), f(523), f(997), u(35,38), f(1041), f(582), f(1752), f(642), 
f(1199), u(1428,1866), f(1218), u(1689,1426), f(147), f(61), f(1628), f(840), 
f(474), f(550), u(1760,950), f(140), f(208), f(733), f(1076), f(1288), 
f(284), f(1350), f(1561), f(1119), f(1110), f(1118), f(1542), u(1517,1192), 
f(461), f(1274), u(1984,815), f(1849), u(1255,1416), u(48,652), f(1461), u(1691,1707), 
f(1194), f(1957), f(1258), u(1430,1764), f(1887), u(1842,333), f(1963), f(558), 
f(1989), u(25,1604), f(693), u(1070,94), f(579), f(1521), f(1386), f(1280), 
f(220), u(437,1269), f(1700), u(687,1784), f(1676), u(520,73), f(527), f(1137), 
f(1088), f(766), f(1407), f(1083), f(757), u(1586,1144), f(83), f(1034), 
u(653,1918), u(501,1972), f(1841), f(1374), f(1714), f(1157), f(758), f(1601), 
f(580), f(155), f(378), f(479), f(843), f(348), f(1185), f(448), 
f(1638), u(830,1393), f(442), f(305), f(536), f(73), f(1490), u(1688,1318), 
f(187), f(310), u(1436,454), f(964), f(1865), f(1115), f(1429), f(1817), 
f(1419), f(1331), f(1165), f(144), u(806,1369), f(54), u(1472,1683), f(1369), 
f(96), u(1416,1142), f(1998), f(1236), f(1808), f(264), f(1402), f(1276), 
f(1427), u(1818,562), f(930), f(1221), f(734), f(1223), f(441), f(633), 
f(338), f(9), f(1344), f(414), f(332), f(1005), f(405), f(1831), 
u(590,707), f(98), f(1335), u(1518,1176), u(292,1805), u(1173,1429), f(1170), f(970), 
f(1425), f(1569), f(1848), u(383,119), f(1416), f(624), f(500), u(1533,523), 
f(1518), u(1072,928), u(23,318), u(140,1783), f(15), f(218), u(529,1566), u(85,1072), 
u(694,361), f(1128), f(1693), f(1365), u(437,1085), u(604,942), f(443), u(681,341), 
f(1703), f(1086), f(1457), f(1224), f(1249), u(223,1772), f(1003), f(715), 
u(1175,1049), f(380), f(59), f(72), u(1108,62), f(519), f(1078), f(454), 
u(1400,233), f(1227), f(311), u(837,1514), f(345), u(1497,548), f(1922), f(1632), 
f(1707), f(808), f(800), f(1671), f(629), u(1870,1307), f(1139), u(1096,558), 
f(1314), f(1975), u(849,1462), f(1285), f(383), u(1320,1089), f(1116), u(1158,1317), 
f(266), f(1030), u(1369,1894), f(183), u(1906,1273), u(729,759), u(1508,506), f(161), 
f(1477), f(833), u(160,818), f(1625), f(1129), f(1360), f(1777), f(1678), 
u(778,1186), u(925,43), f(2), f(786), f(309), f(759), f(820), f(916), 
f(1487), u(690,1069), u(800,702), f(1423), f(1434), u(812,557), u(1168,1947), u(1247,1556), 
u(1875,237), f(565), f(593), f(1712), u(526,1155), f(825), f(1167), u(835,235), 
f(127), f(1795), f(1681), u(938,492), u(141,893), f(665), u(646,1688), f(1517), 
f(107), f(316), f(263), f(265), u(50,1501), f(302), f(230), u(1247,719), 
f(132), f(235), u(1663,1851), f(592), f(588), f(1637), f(712), f(1818), 
f(1749), u(55,474), f(1748), f(1318), u(1591,276), f(1584), f(1244), f(411), 
u(1411,821), f(905), u(1010,1141), u(744,551), f(1753), f(1502), u(582,460), u(931,1259), 
f(1889), f(138), f(1149), f(87), f(335), f(1009), f(806), f(109), 
f(36), u(1051,497), f(1570), f(1760), f(1148), f(232), f(663), f(1709), 
u(1327,526), f(18), f(1262), u(177,265), f(1143), u(1704,1125), f(1653), f(1201), 
f(48), f(1351), f(875), f(601), f(417), f(1631), u(114,1436), f(318), 
f(1992), f(1273), f(626), u(1837,634), f(535), f(632), u(224,993), f(392), 
f(1878), f(45), u(1577,1374), f(1304), u(521,716), u(1600,1), f(834), u(339,1121), 
f(426), f(969), f(1067), f(1549), f(981), f(1577), u(1421,151), u(452,810), 
f(1859), f(1190), f(1395), u(946,1829), f(776), f(1302), u(850,431), u(1700,1815), 
f(1677), f(1909), u(341,589), f(2000), f(1366), f(1305), f(1108), f(1449), 
f(688), u(1368,1957), u(1568,1982), u(736,288), f(1999), u(1809,21), u(1785,959), u(914,341), 
u(1038,477), f(720), f(1775), f(250), f(589), f(1725), f(1814), f(1602), 
f(725), f(1112), f(1611), f(771), f(261), f(538), u(289,25), u(847,262), 
u(1758,858), u(223,1172), u(132,943), u(1231,409), f(1719), f(571), f(1398), f(577), 
f(1544), f(1803), f(1715), f(1045), f(275), f(763), f(1279), u(1150,1421), 
u(892,1440), f(1512), f(1679), u(1152,1200), f(71), f(106), f(846), u(48,1633), 
u(3,689), f(1529), u(116,175), f(1463), u(1183,16), u(1843,855), f(121), u(1193,1964), 
f(594), f(1874), f(1264), f(982), f(406), u(270,546), u(379,649), f(559), 
f(797), f(514), u(1330,1376), f(590), f(697), f(1036), f(1541), f(276), 
f(1809), f(641), u(1838,516), f(1592), f(714), f(1726), f(852), f(602), 
f(70), f(1000), f(978), f(1630), f(46), f(1555), f(1211), f(1789), 
u(651,989), f(1438), f(182), f(570), f(1068), u(704,1484), f(1023), u(107,944), 
u(384,1423), u(1008,728), f(1424), f(389), f(1624), u(1555,1753), f(1275), u(1600,1372), 
f(1524), f(152), u(23,152), u(987,608), u(1893,1962), f(1987), u(1423,588), f(393), 
u(45,229), f(366), f(410), f(1951), f(1452), f(1420), f(1230), u(939,1307), 
u(1695,1), u(1296,63), f(1421), u(462,357), f(226), f(1930), f(1026), f(388), 
f(1033), f(192), u(406,711), f(1373), f(675), f(1061), f(1642), f(166), 
u(856,458), u(1350,395), f(97), f(1248), u(1747,1418), u(1849,157), f(190), f(1411), 
f(910), f(1802), u(1179,367), f(1038), f(881), f(1488), f(1888), f(581), 
u(1320,1870), u(1530,31), f(1056), u(546,52), f(99), f(1575), f(656), f(942), 
f(990), f(561), f(691), f(1444), f(1647), f(811), u(857,728), u(452,915), 
f(1581), f(1964), f(1893), f(1372), f(341), u(199,1798), u(384,658), u(1682,1313), 
f(425), f(1756), u(1837,215), f(64), f(165), u(1009,675), f(488), f(732), 
u(1848,868), f(400), f(8), f(1870), u(1479,703), f(340), f(1234), f(1877), 
f(503), f(809), u(1424,1903), u(1247,1925), f(1694), f(1394), f(650), u(725,368), 
f(871), f(319), f(939), u(1453,629), u(1133,1057), f(198), f(369), f(1596), 
f(128), f(792), f(1711), u(1913,152), f(387), f(622), u(1666,1604), u(145,559), 
f(542), u(309,354), f(1750), f(996), f(1113), f(1665), f(801), f(1687), 
f(796), u(189,507), u(561,825), f(567), f(1345), f(1382), f(350), u(1200,446), 
f(968), f(118), f(1773), f(1053), f(900), u(732,1782), f(765), f(1946), 
f(112), f(666), f(115), f(1730), f(296), u(817,1245), f(1066), f(1152), 
f(956), u(710,1100), f(740), f(1284), u(1492,746), f(1525), u(1993,1647), f(1845), 
f(251), f(308), f(838), f(189), f(1902), f(419), u(1879,976), f(1134), 
f(873), f(1090), f(1568), u(533,768), f(531), f(38), u(617,1507), u(1601,1493), 
f(1908), f(1621), f(664), u(1761,1783), u(1715,1630), u(1060,212), f(1914), u(405,928), 
f(568), f(911), f(1669), u(868,206), f(1650), f(376), f(1574), f(648), 
f(922), f(952), f(1534), u(626,1487), f(199), f(239), f(1470), u(269,1562), 
f(236), f(1471), f(1289), u(1855,1773), f(1883), u(575,1766), f(853), f(1153), 
u(230,993), f(1385), f(1850), f(25), f(785), f(1895), f(1997), f(1299), 
u(787,1410), f(481), u(557,214), f(798), f(919), f(769), u(1273,1276), f(862), 
f(452), f(810), f(509), u(1892,1957), u(1748,571), u(955,1072), u(1872,1757), f(1332), 
f(324), f(901), f(1556), f(935), u(749,536), u(1518,1738), u(999,444), f(921), 
f(1858), f(1941), u(610,7), f(1095), f(272), f(737), u(552,1572), f(1),
f(351), f(1069), f(343), f(453), f(249), u(779,554), f(1967), f(1532), 
f(1535), f(1646), u(1251,629), f(1835), f(802), f(1571), f(1740), f(1349), 
f(1164), f(711), u(1654,832), f(1959), u(425,1917), f(818), f(1516), f(56), 
f(1514), u(1179,86), f(638), u(884,1830), f(237), f(504), f(473), f(812), 
f(854), f(764), u(321,1045), f(194), f(1547), u(685,460), u(609,1775), u(1302,797), 
f(1465), f(466), f(1935), f(863), f(1619), u(560,270), f(1501), u(280,589), 
f(438), f(1431), u(1980,500), f(1511), f(1790), f(791), f(254), f(475), 
f(1306), f(484), f(1580), u(953,305), u(1890,1228), f(955), f(1489), f(960), 
f(196), f(694), u(1559,1422), f(1409), u(1926,1103), f(1158), f(1564), u(604,565), 
f(586), f(837), f(889), f(976), f(832), u(512,71), f(229), f(1294), 
f(1106), f(1131), f(327), f(344), f(584), f(1670), f(1791), f(1081), 
u(1310,1381), u(213,1630), u(847,704), f(274), u(354,960), f(1010), f(704), f(241), 
f(1214), f(1114), f(1604), f(534), f(1104), f(1776), f(136), f(1815), 
f(330), u(332,570), f(1073), u(414,42), f(1243), f(1092), u(1647,66), u(756,1233), 
u(1253,1831), f(1459), f(1965), f(224), u(1599,1742), f(27), f(724), u(366,152), 
u(318,1577), u(1582,1198), f(458), u(1229,664), f(1929), f(368), u(108,288), u(1770,1917), 
f(1912), f(78), f(292), u(395,167), u(1892,1840), f(1732), u(343,136), f(1474), 
u(320,188), u(49,1525), f(55), f(216), f(619), u(1771,1516), f(331), f(1762), 
f(1751), f(470), u(1211,1752), f(1357), f(1210), f(1180), f(89), f(1040), 
f(19), f(954), u(1016,1550), f(1396), f(1342), f(41), u(1896,1006), u(1290,256), 
u(672,1408), u(1908,1510), f(1268), u(1272,1701), u(1442,678), u(970,1795), u(1055,989), f(692), 
u(431,231), f(408), f(1657), f(1639), f(1742), f(1287), f(1907), f(1042), 
f(651), u(1957,864), u(318,1067), f(628), f(315), f(485), u(1441,440), u(846,1549), 
f(490), u(1028,692), u(1410,520), f(1072), f(608), u(908,753), f(47), f(395), 
f(258), u(1201,1295), f(1685), u(427,1248), f(1138), u(762,1448), f(1590), f(201), 
f(1098), f(902), f(1548), f(1666), f(1240), f(449), u(992,1246), u(265,123), 
f(1702), f(1317), f(702), f(1283), f(1855), f(1175), f(816), u(1689,1300), 
f(1189), f(940), u(253,936), f(1985), f(1961), f(1439), f(169), u(54,1104), 
f(683), f(262), f(1579), u(1513,1044), u(1706,1908), f(1028), u(1739,1684), f(1956), 
f(1007), u(594,1059), f(1469), f(599), f(175), f(243), f(1035), u(1817,1349), 
f(1853), f(731), f(761), f(1498), f(494), f(31), f(895), f(498), 
f(782), f(1763), f(418), f(381), u(1506,1720), f(1675), f(710), f(677), 
f(1710), f(1310), u(83,789), f(845), f(103), f(821), u(1116,1939), f(1673), 
f(1936), f(1744), f(1699), f(223), u(552,1110), f(754), f(908), f(1400), 
u(376,1596), f(1062), f(1483), u(1429,1219), f(649), f(1796), f(1484), f(154), 
f(1320), u(329,993), f(517), f(1868), f(1866), f(62), f(1233), f(482), 
u(447,1739), f(909), f(668), u(653,1507), u(543,1665), f(1558), f(1539), f(177), 
f(1047), f(523), f(997), u(35,38), f(1041), f(582), f(1752), f(642), 
f(1199), u(1428,1866), f(1218), u(1689,1426), f(147), f(61), f(1628), f(840), 
f(474), f(550), u(1760,950), f(140), f(208), f(733), f(1076), f(1288), 
f(284), f(1350), f(1561), f(1119), f(1110), f(1118), f(1542), u(1517,1192), 
f(461), f(1274), u(1984,815), f(1849), u(1255,1416), u(48,652), f(1461), u(1691,1707), 
f(1194), f(1957), f(1258), u(1430,1764), f(1887), u(1842,333), f(1963), f(558), 
f(1989), u(25,1604), f(693), u(1070,94), f(579), f(1521), f(1386), f(1280), 
f(220), u(437,1269), f(1700), u(687,1784), f(1676), u(520,73), f(527), f(1137), 
f(1088), f(766), f(1407), f(1083), f(757), u(1586,1144), f(83), f(1034), 
u(653,1918), u(501,1972), f(1841), f(1374), f(1714), f(1157), f(758), f(1601), 
f(580), f(155), f(378), f(479), f(843), f(348), f(1185), f(448), 
f(1638), u(830,1393), f(442), f(305), f(536), f(73), f(1490), u(1688,1318), 
f(187), f(310), u(1436,454), f(964), f(1865), f(1115), f(1429), f(1817), 
f(1419), f(1331), f(1165), f(144), u(806,1369), f(54), u(1472,1683), f(1369), 
f(96), u(1416,1142), f(1998), f(1236), f(1808), f(264), f(1402), f(1276), 
f(1427), u(1818,562), f(930), f(1221), f(734), f(1223), f(441), f(633), 
f(338), f(9), f(1344), f(414), f(332), f(1005), f(405), f(1831), 
u(590,707), f(98), f(1335), u(1518,1176), u(292,1805), u(1173,1429), f(1170), f(970), 
f(1425), f(1569), f(1848), u(383,119), f(1416), f(624), f(500), u(1533,523), 
f(1518), u(1072,928), u(23,318), u(140,1783), f(15), f(218), u(529,1566), u(85,1072), 
u(694,361), f(1128), f(1693), f(1365), u(437,1085), u(604,942), f(443), u(681,341), 
f(1703), f(1086), f(1457), f(1224), f(1249), u(223,1772), f(1003), f(715), 
u(1175,1049), f(380), f(59), f(72), u(1108,62), f(519), f(1078), f(454), 
u(1400,233), f(1227), f(311), u(837,1514), f(345), u(1497,548), f(1922), f(1632), 
f(1707), f(808), f(800), f(1671), f(629), u(1870,1307), f(1139), u(1096,558), 
f(1314), f(1975), u(849,1462), f(1285), f(383), u(1320,1089), f(1116), u(1158,1317), 
f(266), f(1030), u(1369,1894), f(183), u(1906,1273), u(729,759), u(1508,506), f(161), 
f(1477), f(833), u(160,818), f(1625), f(1129), f(1360), f(1777), f(1678), 
u(778,1186), u(925,43), f(2), f(786), f(309), f(759), f(820), f(916), 
f(1487), u(690,1069), u(800,702), f(1423), f(1434), u(812,557), u(1168,1947), u(1247,1556), 
u(1875,237), f(565), f(593), f(1712), u(526,1155), f(825), f(1167), u(835,235), 
f(127), f(1795), f(1681), u(938,492), u(141,893), f(665), u(646,1688), f(1517), 
f(107), f(316), f(263), f(265), u(50,1501), f(302), f(230), u(1247,719), 
f(132), f(235), u(1663,1851), f(592), f(588), f(1637), f(712), f(1818), 
f(1749), u(55,474), f(1748), f(1318), u(1591,276), f(1584), f(1244), f(411), 
u(1411,821), f(905), u(1010,1141), u(744,551), f(1753), f(1502), u(582,460), u(931,1259), 
f(1889), f(138), f(1149), f(87), f(335), f(1009), f(806), f(109), 
f(36), u(1051,497), f(1570), f(1760), f(1148), f(232), f(663), f(1709), 
u(1327,526), f(18), f(1262), u(177,265), f(1143), u(1704,1125), f(1653), f(1201), 
f(48), f(1351), f(875), f(601), f(417), f(1631), u(114,1436), f(318), 
f(1992), f(1273), f(626), u(1837,634), f(535), f(632), u(224,993), f(392), 
f(1878), f(45), u(1577,1374), f(1304), u(521,716), u(1600,1), f(834), u(339,1121), 
f(426), f(969), f(1067), f(1549), f(981), f(1577), u(1421,151), u(452,810), 
f(1859), f(1190), f(1395), u(946,1829), f(776), f(1302), u(850,431), u(1700,1815), 
f(1677), f(1909), u(341,589), f(2000), f(1366), f(1305), f(1108), f(1449), 
f(688), u(1368,1957), u(1568,1982), u(736,288), f(1999), u(1809,21), u(1785,959), u(914,341), 
u(1038,477), f(720), f(1775), f(250), f(589), f(1725), f(1814), f(1602), 
f(725), f(1112), f(1611), f(771), f(261), f(538), u(289,25), u(847,262), 
u(1758,858), u(223,1172), u(132,943), u(1231,409), f(1719), f(571), f(1398), f(577), 
f(1544), f(1803), f(1715), f(1045), f(275), f(763), f(1279), u(1150,1421), 
u(892,1440), f(1512), f(1679), u(1152,1200), f(71), f(106), f(846), u(48,1633), 
u(3,689), f(1529), u(116,175), f(1463), u(1183,16), u(1843,855), f(121), u(1193,1964), 
f(594), f(1874), f(1264), f(982), f(406), u(270,546), u(379,649), f(559), 
f(797), f(514), u(1330,1376), f(590), f(697), f(1036), f(1541), f(276), 
f(1809), f(641), u(1838,516), f(1592), f(714), f(1726), f(852), f(602), 
f(70), f(1000), f(978), f(1630), f(46), f(1555), f(1211), f(1789), 
u(651,989), f(1438), f(182), f(570), f(1068), u(704,1484), f(1023), u(107,944), 
u(384,1423), u(1008,728), f(1424), f(389), f(1624), u(1555,1753), f(1275), u(1600,1372), 
