u(1210,1596), u(1560,1787), u(479,650), u(988,1605), u(1437,1452), u(182,1136), u(570,1281), u(489,1067), 
u(600,704), u(1483,1249), u(1022,605), u(107,943), u(31,384), u(1422,60), u(1007,728), u(1651,338), 
u(1789,1423), u(1198,389), u(1871,1623), u(341,1553), u(1751,1022), u(1274,503), u(1599,1371), u(1201,1522), 
u(1438,765), u(151,420), u(23,152), u(216,986), u(607,487), u(1891,1960), u(784,1985), u(219,1421), 
u(587,1893), u(393,555), u(45,228), u(1550,1725), u(365,1923), u(410,797), u(1949,809), u(1450,640), 
u(1418,1872), u(1329,1750), u(833,1229), u(209,938), u(1306,254), u(1694,1), u(185,1295), u(63,1345), 
u(1998,1420), u(474,462), u(356,1620), u(846,225), u(971,1928), u(1090,929), u(1025,1861), u(387,1009), 
u(1032,657), u(192,387), u(406,711), u(1659,1372), u(914,674), u(1174,1060), u(1207,1640), u(676,166), 
u(608,855), u(458,222), u(1349,395), u(1141,97), u(1449,1247), u(504,1745), u(1416,230), u(1847,156), 
u(955,189), u(1598,1409), u(877,909), u(826,1800), u(405,1178), u(367,1954), u(1037,1442), u(241,880), 
u(1185,1486), u(1049,1886), u(756,580), u(41,1319), u(1868,528), u(1528,31), u(903,1055), u(358,546), 
u(52,1976), u(99,1837), u(1574,1573), u(656,671), u(941,1632), u(989,1437), u(48,560), u(1624,1420), 
u(690,1040), u(641,1442), u(1496,1645), u(1833,810), u(484,856), u(727,508), u(451,914), u(1130,1579), 
u(1375,1962), u(1926,628), u(1009,1891), u(782,1371), u(1870,341), u(451,198), u(1796,290), u(384,658), 
u(268,1680), u(1312,816), u(1676,497), u(1499,424), u(1737,1754), u(351,1835), u(214,1822), u(64,1597), 
u(165,532), u(1008,674), u(884,487), u(1528,224), u(731,45), u(1846,867), u(1033,1365), u(763,400), 
u(1251,8), u(830,1868), u(592,1477), u(261,1184), u(339,611), u(1533,1233), u(1745,1875), u(1848,502), 
u(951,808), u(86,1422), u(1901,490), u(1246,1923), u(1959,9), u(1692,1958), u(1692,1392), u(1163,1061), 
u(649,401), u(724,368), u(1796,132), u(870,1542), u(319,1370), u(938,36), u(1452,629), u(40,1132), 
u(1056,1799), u(1601,368), u(1327,1595), u(1259,128), u(897,1677), u(791,1319), u(1710,316), u(1911,152), 
u(1742,386), u(1822,621), u(573,1664), u(1603,584), u(145,559), u(1144,1009), u(542,116), u(308,354), 
u(1961,1748), u(1009,995), u(1073,1112), u(1903,1663), u(956,1569), u(365,800), u(789,1686), u(1446,795), 
u(504,189), u(507,30), u(560,824), u(1194,662), u(56,566), u(1473,1105), u(1344,1585), u(1380,1115), 
u(349,450), u(1199,446), u(772,967), u(1738,996), u(1408,1393), u(484,1523), u(1771,1945), u(1052,1867), 
u(266,899), u(213,732), u(1780,1952), u(764,1261), u(1775,1944), u(624,112), u(635,665), u(1491,115), 
u(1928,1729), u(897,89), u(296,441), u(817,1244), u(1601,1595), u(1065,615), u(1091,1151), u(620,955), 
u(203,709), u(1738,740), u(1547,1283), u(77,1491), u(746,701), u(118,1523), u(215,1991), u(1646,795), 
u(109,1844), u(796,251), u(1176,308), u(1313,838), u(991,189), u(1297,1900), u(1627,418), u(109,1877), 
u(975,1818), u(1132,1245), u(873,711), u(1089,647), u(1567,147), u(533,768), u(1484,530), u(1258,38), 
u(147,617), u(1600,1492), u(908,1906), u(1969,1620), u(1680,663), u(461,1759), u(1781,607), u(1713,1628), 
u(394,1059), u(212,1252), u(1912,287), u(1644,568), u(1380,910), u(943,1667), u(54,867), u(206,866), 
u(1649,1869), u(376,1671), u(1573,1533), u(425,648), u(1650,1359), u(921,1988), u(951,1280), u(1532,82), 
u(625,1486), u(1742,199), u(1938,953), u(1500,239), u(1700,1142), u(1468,1469), u(254,269), u(1560,1205), 
u(236,618), u(1469,1355), u(1288,310), u(1853,1771), u(900,1973), u(1881,358), u(575,1765), u(1826,852), 
u(1513,1152), u(378,230), u(992,924), u(1384,672), u(1630,1848), u(729,1418), u(784,1693), u(1893,1908), 
u(1995,1710), u(1287,1298), u(35,787), u(1408,710), u(480,341), u(556,214), u(1880,482), u(797,1225), 
u(1566,918), u(1272,1275), u(1290,861), u(1966,809), u(1976,508), u(51,1890), u(1747,570), u(4,954), 
u(1071,272), u(1870,1755), u(1215,1105), u(1174,1331), u(1613,808), u(324,1877), u(900,1343), u(934,582), 
u(748,536), u(91,1517), u(1736,266), u(998,444), u(918,535), u(1939,262), u(609,7), u(1195,1094), 
u(1368,628), u(271,1907), u(1210,736), u(2,552), u(1571,1313), u(1846,1), u(1164,1942), u(19,1538), 
u(878,232), u(1571,401), u(616,329), u(1863,451), u(295,429), u(1686,955), u(929,1135), u(1864,965), 
u(235,1077), u(43,1669), u(1399,1978), u(798,1606), u(1710,1599), u(793,1394), u(1689,231), u(1952,1601), 
u(96,37), u(526,1197), u(810,416), u(740,1632), u(1092,809), u(1907,169), u(1552,205), u(1946,225), 
u(1375,1858), u(206,1396), u(1310,864), u(560,678), u(458,1838), u(1584,470), u(799,183), u(1932,1172), 
u(595,509), u(781,1544), u(1101,1141), u(964,526), u(1675,1734), u(1666,1511), u(1854,230), u(631,121), 
u(1153,933), u(948,946), u(172,568), u(903,434), u(359,1727), u(678,1017), u(1572,1173), u(599,1436), 
u(1679,1405), u(607,1171), u(1332,947), u(1652,1940), u(698,191), u(1440,1409), u(6,1526), u(1758,1845), 
u(410,1000), u(314,1198), u(1260,224), u(591,68), u(713,1216), u(1259,309), u(1074,1941), u(609,577), 
u(866,1460), u(314,1646), u(1939,1402), u(1031,957), u(948,295), u(1836,76), u(1089,1575), u(1553,1949), 
u(697,1506), u(1501,1039), u(576,925), u(1707,1905), u(435,4), u(184,720), u(1546,117), u(400,488), 
u(334,1782), u(1138,424), u(550,586), u(282,540), u(814,1349), u(1746,477), u(1941,887), u(1282,915), 
u(270,1553), u(822,730), u(330,711), u(1395,967), u(321,785), u(949,1535), u(1782,1419), u(658,781), 
u(179,587), u(1937,1873), u(410,1908), u(1481,449), u(1694,984), u(1097,91), u(550,1047), u(1965,39), 
u(943,322), u(877,1462), u(1678,1673), u(1159,878), u(360,670), u(204,1051), u(1168,659), u(1588,894), 
u(603,308), u(1760,1108), u(1282,422), u(1273,246), u(1479,1443), u(1467,1323), u(828,1476), u(1598,1025), 
u(1876,1672), u(431,835), u(116,1731), u(595,1261), u(1655,114), u(1015,1778), u(34,1664), u(1253,366), 
u(1885,1844), u(889,1675), u(489,159), u(226,305), u(1832,1739), u(1621,305), u(1540,234), u(433,1266), 
u(1582,1912), u(961,948), u(1372,1278), u(1188,1204), u(790,1914), u(513,947), u(1296,1444), u(1139,330), 
u(1133,39), u(360,1449), u(149,662), u(1695,1689), u(294,1475), u(1015,1152), u(1108,1345), u(1327,1610), 
u(400,1924), u(3,1129), u(1777,104), u(481,492), u(221,1086), u(552,784), u(767,1238), u(1271,1241), 
u(1495,1423), u(1984,795), u(553,45), u(32,871), u(340,914), u(249,902), u(1167,855), u(1722,172), 
u(576,1003), u(1531,129), u(1307,777), u(357,11), u(936,377), u(487,1345), u(360,1337), u(709,1069), 
u(342,1697), u(1916,1609), u(741,212), u(1600,1720), u(636,920), u(1106,382), u(968,1347), u(1498,483), 
u(620,1698), u(929,1616), u(1155,95), u(1989,1949), u(49,1240), u(930,1673), u(1324,257), u(1309,983), 
u(1055,1135), u(1161,1217), u(659,1379), u(152,1769), u(686,841), u(1542,1503), u(1506,277), u(729,1840), 
u(1226,1280), u(1308,1050), u(251,947), u(359,1607), u(1856,1322), u(130,91), u(604,1979), u(1347,18), 
u(1225,1240), u(235,549), u(1466,293), u(229,1068), u(1262,1899), u(403,1976), u(538,555), u(1335,219), 
u(1320,1014), u(1288,610), u(93,1029), u(1773,1792), u(1472,866), u(1101,771), u(201,260), u(170,914), 
u(1224,571), u(1129,1287), u(725,43), u(715,1032), u(1623,1049), u(1737,1321), u(1998,361), u(1322,419), 
u(690,1179), u(1650,1363), u(1124,565), u(1954,240), u(1180,1546), u(665,639), u(1535,987), u(881,1598), 
u(44,431), u(138,1390), u(122,1639), u(1585,176), u(349,1515), u(1448,1935), u(1997,626), u(1835,1384), 
u(827,957), u(909,195), u(1832,1304), u(1173,339), u(1324,822), u(412,1417), u(529,1744), u(399,403), 
u(168,679), u(431,534), u(1684,715), u(1678,408), u(834,1097), u(705,1830), u(1918,944), u(81,1793), 
u(381,53), u(1940,588), u(1830,1903), u(1098,313), u(1625,1723), u(976,1748), u(564,282), u(831,577), 
u(446,673), u(107,1142), u(381,931), u(350,1088), u(1439,694), u(1489,391), u(1614,1023), u(830,758), 
u(1923,1056), u(137,33), u(957,1414), u(398,210),
